HP
Date,cons_Q
2016-01-01 00:00:00,248468.6132
2016-01-01 00:15:00,266310.5588
2016-01-01 00:30:00,284152.5044
2016-01-01 00:45:00,301994.4501
2016-01-01 01:00:00,319836.3957
2016-01-01 01:15:00,332869.1229
2016-01-01 01:30:00,345901.8501
2016-01-01 01:45:00,358934.5776
2016-01-01 02:00:00,371967.3048
2016-01-01 02:15:00,381018.7338
2016-01-01 02:30:00,390070.1628
