HEATLOAD
Time,DHW Demand [L],SH Demand [kW],T_amb,dhw_in_T
01.01.2020 00:00,0,0,1.12,13.61
01.01.2020 00:15,0,0,0.92,13.59
01.01.2020 00:30,0,0,0.78,13.57
01.01.2020 00:45,0,0,0.68,13.55
01.01.2020 01:00,0,0,0.58,13.53
01.01.2020 01:15,0,0,0.49,13.51
01.01.2020 01:30,0,0,0.46,13.49
01.01.2020 01:45,0,0,0.51,13.47
01.01.2020 02:00,0,0,0.56,13.45
01.01.2020 02:15,0.67,0,0.61,13.43
01.01.2020 02:30,0,0,0.66,13.41
01.01.2020 02:45,0,0,0.72,13.39
01.01.2020 03:00,0,0,0.77,13.36
01.01.2020 03:15,0,0,0.82,13.34
01.01.2020 03:30,2,0,0.82,13.32
01.01.2020 03:45,0.33,0,0.76,13.3
01.01.2020 04:00,2,0,0.71,13.27
01.01.2020 04:15,0,0,0.66,13.25
01.01.2020 04:30,0.67,0,0.59,13.23
01.01.2020 04:45,0.33,0,0.49,13.2
01.01.2020 05:00,1.67,0,0.4,13.18
01.01.2020 05:15,4.67,0,0.31,13.15
01.01.2020 05:30,3.33,0,0.25,13.13
01.01.2020 05:45,10.87,0,0.23,13.1
01.01.2020 06:00,13.07,4,0.21,13.07
01.01.2020 06:15,25.8,8,0.18,13.05
01.01.2020 06:30,18.6,16,0.16,13.02
01.01.2020 06:45,20.07,16,0.13,12.99
01.01.2020 07:00,18.47,16,0.11,12.97
01.01.2020 07:15,9.07,12,0.08,12.94
01.01.2020 07:30,5.07,12,0.1,12.91
01.01.2020 07:45,9.2,12,0.15,12.88
01.01.2020 08:00,5.67,12,0.2,12.85
01.01.2020 08:15,11.13,12,0.25,12.82
01.01.2020 08:30,11.53,4,0.34,12.79
01.01.2020 08:45,10.73,8,0.45,12.76
01.01.2020 09:00,11.13,4,0.56,12.74
01.01.2020 09:15,6.47,4,0.68,12.7
01.01.2020 09:30,16.73,4,0.84,12.67
01.01.2020 09:45,14.6,0,1.05,12.64
01.01.2020 10:00,5.33,0,1.26,12.61
01.01.2020 10:15,3.6,0,1.47,12.58
01.01.2020 10:30,1.07,4,1.67,12.55
01.01.2020 10:45,1.4,4,1.86,12.52
01.01.2020 11:00,2.67,12,2.05,12.49
01.01.2020 11:15,5.47,8,2.24,12.45
01.01.2020 11:30,7.47,16,2.39,12.42
01.01.2020 11:45,8.4,20,2.52,12.39
01.01.2020 12:00,9.33,16,2.64,12.36
01.01.2020 12:15,5.67,20,2.76,12.32
01.01.2020 12:30,3.07,8,2.8,12.29
01.01.2020 12:45,7.8,12,2.75,12.25
01.01.2020 13:00,5.47,12,2.7,12.22
01.01.2020 13:15,6.8,8,2.66,12.19
01.01.2020 13:30,8.47,8,2.35,12.15
01.01.2020 13:45,3.67,8,1.8,12.12
01.01.2020 14:00,1.67,8,1.24,12.08
01.01.2020 14:15,7.13,8,0.68,12.05
01.01.2020 14:30,9.47,8,0.12,12.01
01.01.2020 14:45,0.73,4,-0.43,11.98
01.01.2020 15:00,3,4,-0.98,11.94
01.01.2020 15:15,10.33,0,-1.53,11.9
01.01.2020 15:30,3.67,4,-1.86,11.87
01.01.2020 15:45,11.47,8,-1.96,11.83
01.01.2020 16:00,11,0,-2.07,11.79
01.01.2020 16:15,10.6,8,-2.18,11.76
01.01.2020 16:30,3,4,-2.22,11.72
01.01.2020 16:45,2.67,8,-2.2,11.68
01.01.2020 17:00,4.33,8,-2.18,11.65
01.01.2020 17:15,2.33,8,-2.16,11.61
01.01.2020 17:30,1.07,12,-2.11,11.57
01.01.2020 17:45,2.67,8,-2.04,11.53
01.01.2020 18:00,7.07,8,-1.97,11.49
01.01.2020 18:15,2.33,16,-1.9,11.46
01.01.2020 18:30,1.4,8,-1.81,11.42
01.01.2020 18:45,2.33,12,-1.71,11.38
01.01.2020 19:00,0.33,8,-1.6,11.34
01.01.2020 19:15,3,12,-1.49,11.3
01.01.2020 19:30,3,8,-1.43,11.26
01.01.2020 19:45,2.33,8,-1.41,11.22
01.01.2020 20:00,4,4,-1.39,11.19
01.01.2020 20:15,1.33,8,-1.37,11.15
01.01.2020 20:30,0,12,-1.38,11.11
01.01.2020 20:45,3.13,8,-1.44,11.07
01.01.2020 21:00,10.8,8,-1.5,11.03
01.01.2020 21:15,3,8,-1.55,10.99
01.01.2020 21:30,0,4,-1.58,10.95
01.01.2020 21:45,3,4,-1.59,10.91
01.01.2020 22:00,0.67,0,-1.59,10.87
01.01.2020 22:15,0,4,-1.6,10.83
01.01.2020 22:30,0,4,-1.6,10.79
01.01.2020 22:45,0,0,-1.6,10.75
01.01.2020 23:00,0,0,-1.6,10.71
01.01.2020 23:15,0,0,-1.6,10.67
01.01.2020 23:30,0,0,-1.6,10.63
01.01.2020 23:45,0,0,-1.6,10.58
02.01.2020 00:00,0,0,-1.6,10.54
02.01.2020 00:15,0,0,-1.6,10.5
02.01.2020 00:30,0,0,-1.6,10.46
02.01.2020 00:45,0,0,-1.6,10.42
02.01.2020 01:00,0,0,-1.59,10.38
02.01.2020 01:15,0,0,-1.59,10.34
02.01.2020 01:30,0,0,-1.58,10.3
02.01.2020 01:45,0,0,-1.57,10.26
02.01.2020 02:00,0,0,-1.55,10.22
02.01.2020 02:15,0,0,-1.53,10.18
02.01.2020 02:30,0.33,0,-1.5,10.13
02.01.2020 02:45,0,0,-1.46,10.09
02.01.2020 03:00,0,0,-1.41,10.05
02.01.2020 03:15,0,0,-1.36,10.01
02.01.2020 03:30,2.67,0,-1.33,9.97
02.01.2020 03:45,0.33,0,-1.29,9.93
02.01.2020 04:00,2.07,0,-1.26,9.89
02.01.2020 04:15,2.2,0,-1.23,9.85
02.01.2020 04:30,0,0,-1.22,9.81
02.01.2020 04:45,2,0,-1.22,9.77
02.01.2020 05:00,3.47,0,-1.22,9.72
02.01.2020 05:15,8.13,0,-1.22,9.68
02.01.2020 05:30,1,0,-1.24,9.64
02.01.2020 05:45,8.33,0,-1.27,9.6
02.01.2020 06:00,19.07,4,-1.31,9.56
02.01.2020 06:15,9.8,12,-1.34,9.52
02.01.2020 06:30,14.07,12,-1.38,9.48
02.01.2020 06:45,20.13,12,-1.42,9.44
02.01.2020 07:00,23.2,8,-1.47,9.4
02.01.2020 07:15,25.73,8,-1.51,9.36
02.01.2020 07:30,15.8,8,-1.51,9.32
02.01.2020 07:45,20.73,8,-1.46,9.28
02.01.2020 08:00,12.47,12,-1.41,9.24
02.01.2020 08:15,14.87,12,-1.36,9.2
02.01.2020 08:30,6.53,12,-1.3,9.16
02.01.2020 08:45,3.07,8,-1.22,9.11
02.01.2020 09:00,8.4,4,-1.15,9.07
02.01.2020 09:15,10.33,0,-1.07,9.03
02.01.2020 09:30,11.67,4,-0.97,9
02.01.2020 09:45,4.13,4,-0.85,8.96
02.01.2020 10:00,3.87,4,-0.73,8.92
02.01.2020 10:15,4,0,-0.61,8.88
02.01.2020 10:30,7.8,0,-0.49,8.84
02.01.2020 10:45,7.47,0,-0.36,8.8
02.01.2020 11:00,0.13,0,-0.23,8.76
02.01.2020 11:15,0.67,0,-0.09,8.72
02.01.2020 11:30,0.4,0,0.03,8.68
02.01.2020 11:45,8,4,0.13,8.64
02.01.2020 12:00,3.67,4,0.24,8.6
02.01.2020 12:15,8.67,0,0.35,8.56
02.01.2020 12:30,6.33,0,0.43,8.53
02.01.2020 12:45,8,0,0.48,8.49
02.01.2020 13:00,7.33,0,0.53,8.45
02.01.2020 13:15,4.13,4,0.58,8.41
02.01.2020 13:30,11.13,8,0.6,8.38
02.01.2020 13:45,5.07,12,0.59,8.34
02.01.2020 14:00,0.13,8,0.58,8.3
02.01.2020 14:15,2.33,8,0.56,8.26
02.01.2020 14:30,7,8,0.57,8.23
02.01.2020 14:45,4,8,0.59,8.19
02.01.2020 15:00,2.13,8,0.61,8.15
02.01.2020 15:15,6,4,0.63,8.12
02.01.2020 15:30,2.33,8,0.68,8.08
02.01.2020 15:45,4.33,0,0.77,8.04
02.01.2020 16:00,6.07,0,0.85,8.01
02.01.2020 16:15,1,4,0.94,7.97
02.01.2020 16:30,0,4,1.03,7.94
02.01.2020 16:45,3.67,4,1.12,7.9
02.01.2020 17:00,2.67,4,1.21,7.87
02.01.2020 17:15,6.67,8,1.29,7.83
02.01.2020 17:30,6.8,8,1.41,7.8
02.01.2020 17:45,5.8,12,1.56,7.76
02.01.2020 18:00,1.47,12,1.71,7.73
02.01.2020 18:15,1.13,20,1.86,7.7
02.01.2020 18:30,2.53,12,1.97,7.66
02.01.2020 18:45,1.33,12,2.04,7.63
02.01.2020 19:00,1,16,2.11,7.6
02.01.2020 19:15,5,8,2.17,7.56
02.01.2020 19:30,8.8,12,2.22,7.53
02.01.2020 19:45,4.67,12,2.26,7.5
02.01.2020 20:00,5,4,2.29,7.47
02.01.2020 20:15,4,4,2.32,7.44
02.01.2020 20:30,2,4,2.39,7.4
02.01.2020 20:45,3.8,4,2.49,7.37
02.01.2020 21:00,2.67,8,2.59,7.34
02.01.2020 21:15,2,4,2.7,7.31
02.01.2020 21:30,1.87,4,2.78,7.28
02.01.2020 21:45,2,4,2.84,7.25
02.01.2020 22:00,0.33,4,2.9,7.22
02.01.2020 22:15,0,0,2.97,7.19
02.01.2020 22:30,0,0,3,7.16
02.01.2020 22:45,0,0,3.01,7.13
02.01.2020 23:00,0,0,3.02,7.11
02.01.2020 23:15,0,0,3.03,7.08
02.01.2020 23:30,0,0,3.07,7.05
02.01.2020 23:45,0,0,3.12,7.02
03.01.2020 00:00,0.33,0,3.17,7
03.01.2020 00:15,0,0,3.22,6.97
03.01.2020 00:30,0,0,3.3,6.94
03.01.2020 00:45,0,0,3.41,6.92
03.01.2020 01:00,0,0,3.52,6.89
03.01.2020 01:15,0,0,3.64,6.86
03.01.2020 01:30,0,0,3.74,6.84
03.01.2020 01:45,0,0,3.84,6.81
03.01.2020 02:00,0,0,3.94,6.79
03.01.2020 02:15,0,0,4.03,6.76
03.01.2020 02:30,0,0,4.11,6.74
03.01.2020 02:45,0,0,4.18,6.72
03.01.2020 03:00,1,0,4.24,6.69
03.01.2020 03:15,1,0,4.3,6.67
03.01.2020 03:30,0.33,0,4.39,6.65
03.01.2020 03:45,1,0,4.5,6.63
03.01.2020 04:00,1,0,4.62,6.6
03.01.2020 04:15,3.33,0,4.73,6.58
03.01.2020 04:30,1,0,4.88,6.56
03.01.2020 04:45,1.93,0,5.08,6.54
03.01.2020 05:00,3,0,5.28,6.52
03.01.2020 05:15,13.47,0,5.47,6.5
03.01.2020 05:30,9.47,0,5.65,6.48
03.01.2020 05:45,12.27,4,5.8,6.46
03.01.2020 06:00,4.93,4,5.96,6.44
03.01.2020 06:15,15.4,16,6.11,6.42
03.01.2020 06:30,18,16,6.24,6.4
03.01.2020 06:45,16.13,16,6.33,6.39
03.01.2020 07:00,24.2,12,6.42,6.37
03.01.2020 07:15,23.4,12,6.51,6.35
03.01.2020 07:30,18.87,8,6.59,6.34
03.01.2020 07:45,13.73,4,6.65,6.32
03.01.2020 08:00,18.93,12,6.72,6.3
03.01.2020 08:15,9.93,20,6.79,6.29
03.01.2020 08:30,8.2,12,6.85,6.27
03.01.2020 08:45,10.53,8,6.9,6.26
03.01.2020 09:00,14.6,8,6.94,6.24
03.01.2020 09:15,5.67,4,6.99,6.23
03.01.2020 09:30,12.8,8,7.02,6.22
03.01.2020 09:45,8.27,8,7.04,6.2
03.01.2020 10:00,5.2,8,7.05,6.19
03.01.2020 10:15,4.53,8,7.07,6.18
03.01.2020 10:30,4.33,0,7.09,6.17
03.01.2020 10:45,0.4,4,7.12,6.15
03.01.2020 11:00,0.33,4,7.15,6.14
03.01.2020 11:15,3.27,0,7.18,6.13
03.01.2020 11:30,14.8,8,7.21,6.12
03.01.2020 11:45,6.4,8,7.24,6.11
03.01.2020 12:00,4,4,7.27,6.1
03.01.2020 12:15,0.33,0,7.3,6.09
03.01.2020 12:30,7.07,8,7.31,6.09
03.01.2020 12:45,2.67,12,7.31,6.08
03.01.2020 13:00,2,8,7.31,6.07
03.01.2020 13:15,7,12,7.31,6.06
03.01.2020 13:30,3.07,8,7.28,6.06
03.01.2020 13:45,8.33,12,7.24,6.05
03.01.2020 14:00,6.4,12,7.19,6.04
03.01.2020 14:15,5.33,8,7.14,6.04
03.01.2020 14:30,7,8,7.08,6.03
03.01.2020 14:45,3.8,12,7.01,6.03
03.01.2020 15:00,3.07,4,6.93,6.02
03.01.2020 15:15,0.33,0,6.85,6.02
03.01.2020 15:30,3.33,0,6.73,6.01
03.01.2020 15:45,3.67,0,6.57,6.01
03.01.2020 16:00,0.67,0,6.4,6.01
03.01.2020 16:15,2,8,6.24,6.01
03.01.2020 16:30,0,8,6.04,6
03.01.2020 16:45,2.33,8,5.82,6
03.01.2020 17:00,3,8,5.6,6
03.01.2020 17:15,10.53,8,5.38,6
03.01.2020 17:30,2.67,4,5.17,6
03.01.2020 17:45,2.4,12,4.97,6
03.01.2020 18:00,2.67,12,4.78,6
03.01.2020 18:15,3.07,12,4.58,6
03.01.2020 18:30,3.47,20,4.43,6
03.01.2020 18:45,5.27,12,4.32,6
03.01.2020 19:00,8.2,12,4.22,6.01
03.01.2020 19:15,0.2,16,4.12,6.01
03.01.2020 19:30,0.67,12,4.06,6.01
03.01.2020 19:45,10,8,4.06,6.02
03.01.2020 20:00,6.67,4,4.06,6.02
03.01.2020 20:15,1,12,4.06,6.02
03.01.2020 20:30,3,8,4.08,6.03
03.01.2020 20:45,7.93,4,4.12,6.03
03.01.2020 21:00,3.33,12,4.16,6.04
03.01.2020 21:15,6.67,8,4.2,6.05
03.01.2020 21:30,3.67,4,4.23,6.05
03.01.2020 21:45,1.33,4,4.23,6.06
03.01.2020 22:00,1.67,8,4.23,6.07
03.01.2020 22:15,0,4,4.23,6.07
03.01.2020 22:30,0,0,4.23,6.08
03.01.2020 22:45,0,0,4.24,6.09
03.01.2020 23:00,0,0,4.24,6.1
03.01.2020 23:15,0,0,4.25,6.11
03.01.2020 23:30,0,0,4.21,6.12
03.01.2020 23:45,0,0,4.12,6.13
04.01.2020 00:00,0,0,4.03,6.14
04.01.2020 00:15,0,0,3.94,6.15
04.01.2020 00:30,0,0,3.82,6.16
04.01.2020 00:45,0,0,3.66,6.17
04.01.2020 01:00,0,0,3.49,6.19
04.01.2020 01:15,0,0,3.33,6.2
04.01.2020 01:30,0,0,3.22,6.21
04.01.2020 01:45,0,0,3.15,6.23
04.01.2020 02:00,0,0,3.08,6.24
04.01.2020 02:15,0,0,3.01,6.25
04.01.2020 02:30,0,0,2.98,6.27
04.01.2020 02:45,0,0,2.97,6.28
04.01.2020 03:00,1,0,2.96,6.3
04.01.2020 03:15,0,0,2.96,6.31
04.01.2020 03:30,0,0,2.98,6.33
04.01.2020 03:45,0,0,3.03,6.35
04.01.2020 04:00,0,0,3.07,6.36
04.01.2020 04:15,1.8,0,3.12,6.38
04.01.2020 04:30,0,0,3.17,6.4
04.01.2020 04:45,0,0,3.2,6.42
04.01.2020 05:00,0.67,0,3.24,6.44
04.01.2020 05:15,5.47,0,3.28,6.45
04.01.2020 05:30,6.47,0,3.36,6.47
04.01.2020 05:45,15.13,0,3.48,6.49
04.01.2020 06:00,10.73,8,3.6,6.51
04.01.2020 06:15,9.53,8,3.71,6.53
04.01.2020 06:30,13.33,8,3.86,6.55
04.01.2020 06:45,20.87,12,4.03,6.57
04.01.2020 07:00,22.13,12,4.21,6.6
04.01.2020 07:15,18.73,16,4.38,6.62
04.01.2020 07:30,19.4,16,4.54,6.64
04.01.2020 07:45,13.6,12,4.68,6.66
04.01.2020 08:00,8.93,8,4.83,6.69
04.01.2020 08:15,10.27,12,4.98,6.71
04.01.2020 08:30,15.33,8,5.12,6.73
04.01.2020 08:45,9.93,8,5.27,6.76
04.01.2020 09:00,17.93,8,5.42,6.78
04.01.2020 09:15,21,4,5.56,6.8
04.01.2020 09:30,16.47,4,5.71,6.83
04.01.2020 09:45,6,4,5.85,6.85
04.01.2020 10:00,14.47,4,5.99,6.88
04.01.2020 10:15,5.87,4,6.13,6.91
04.01.2020 10:30,13.33,0,6.25,6.93
04.01.2020 10:45,3.47,4,6.36,6.96
04.01.2020 11:00,1.4,8,6.46,6.99
04.01.2020 11:15,5.27,12,6.57,7.01
04.01.2020 11:30,5.13,20,6.65,7.04
04.01.2020 11:45,2.33,24,6.72,7.07
04.01.2020 12:00,6.87,20,6.78,7.1
04.01.2020 12:15,4.13,20,6.84,7.12
04.01.2020 12:30,3,20,6.86,7.15
04.01.2020 12:45,0.13,12,6.84,7.18
04.01.2020 13:00,1.73,12,6.81,7.21
04.01.2020 13:15,1.93,8,6.79,7.24
04.01.2020 13:30,2.13,8,6.68,7.27
04.01.2020 13:45,4.2,8,6.49,7.3
04.01.2020 14:00,6.4,4,6.3,7.33
04.01.2020 14:15,7,8,6.11,7.36
04.01.2020 14:30,5.8,8,5.88,7.39
04.01.2020 14:45,1,8,5.6,7.43
04.01.2020 15:00,1.73,8,5.32,7.46
04.01.2020 15:15,5.4,12,5.04,7.49
04.01.2020 15:30,0,12,4.84,7.52
04.01.2020 15:45,0.13,12,4.73,7.55
04.01.2020 16:00,1,4,4.62,7.59
04.01.2020 16:15,5.67,8,4.51,7.62
04.01.2020 16:30,4.33,4,4.4,7.65
04.01.2020 16:45,4,4,4.29,7.69
04.01.2020 17:00,3.33,4,4.18,7.72
04.01.2020 17:15,1,4,4.07,7.75
04.01.2020 17:30,0.4,8,3.89,7.79
04.01.2020 17:45,2,0,3.66,7.82
04.01.2020 18:00,3,8,3.42,7.86
04.01.2020 18:15,11.33,8,3.18,7.89
04.01.2020 18:30,6.67,8,2.99,7.93
04.01.2020 18:45,3.67,8,2.84,7.96
04.01.2020 19:00,4.33,4,2.7,8
04.01.2020 19:15,10.33,4,2.55,8.03
04.01.2020 19:30,1,8,2.45,8.07
04.01.2020 19:45,1.67,8,2.41,8.1
04.01.2020 20:00,1,8,2.36,8.14
04.01.2020 20:15,9.33,8,2.32,8.18
04.01.2020 20:30,2.33,4,2.25,8.21
04.01.2020 20:45,8.33,4,2.16,8.25
04.01.2020 21:00,12.47,4,2.07,8.29
04.01.2020 21:15,4.33,4,1.98,8.32
04.01.2020 21:30,0.67,4,1.93,8.36
04.01.2020 21:45,0.73,4,1.91,8.4
04.01.2020 22:00,2.13,4,1.89,8.44
04.01.2020 22:15,0,0,1.87,8.48
04.01.2020 22:30,0,0,1.84,8.51
04.01.2020 22:45,0,0,1.8,8.55
04.01.2020 23:00,0,0,1.76,8.59
04.01.2020 23:15,0,0,1.71,8.63
04.01.2020 23:30,0,0,1.64,8.67
04.01.2020 23:45,0,0,1.54,8.71
05.01.2020 00:00,0,0,1.43,8.74
05.01.2020 00:15,0,0,1.32,8.78
05.01.2020 00:30,0,0,1.2,8.82
05.01.2020 00:45,0,0,1.04,8.86
05.01.2020 01:00,0,0,0.89,8.9
05.01.2020 01:15,0,0,0.74,8.94
05.01.2020 01:30,0,0,0.57,8.98
05.01.2020 01:45,0,0,0.37,9.02
05.01.2020 02:00,0,0,0.17,9.06
05.01.2020 02:15,0,0,-0.03,9.1
05.01.2020 02:30,0,0,-0.17,9.14
05.01.2020 02:45,0,0,-0.27,9.18
05.01.2020 03:00,0,0,-0.36,9.22
05.01.2020 03:15,0,0,-0.45,9.26
05.01.2020 03:30,0,0,-0.48,9.3
05.01.2020 03:45,0.67,0,-0.45,9.34
05.01.2020 04:00,1,0,-0.42,9.38
05.01.2020 04:15,3,0,-0.38,9.42
05.01.2020 04:30,1,0,-0.33,9.46
05.01.2020 04:45,0,0,-0.25,9.51
05.01.2020 05:00,2,0,-0.17,9.55
05.01.2020 05:15,6.47,0,-0.09,9.59
05.01.2020 05:30,4.93,0,0.01,9.63
05.01.2020 05:45,0.47,4,0.13,9.67
05.01.2020 06:00,5.47,4,0.25,9.71
05.01.2020 06:15,20.27,12,0.37,9.75
05.01.2020 06:30,15.53,16,0.57,9.79
05.01.2020 06:45,12.27,8,0.84,9.83
05.01.2020 07:00,17.33,12,1.12,9.87
05.01.2020 07:15,27.07,8,1.4,9.92
05.01.2020 07:30,33.67,12,1.66,9.96
05.01.2020 07:45,25.6,12,1.9,10
05.01.2020 08:00,18.2,16,2.14,10.04
05.01.2020 08:15,16.73,12,2.37,10.08
05.01.2020 08:30,20.07,16,2.56,10.12
05.01.2020 08:45,16.33,12,2.69,10.16
05.01.2020 09:00,12.27,8,2.82,10.2
05.01.2020 09:15,12.53,8,2.95,10.24
05.01.2020 09:30,6.87,12,3.1,10.28
05.01.2020 09:45,5.07,16,3.25,10.33
05.01.2020 10:00,6.67,8,3.41,10.37
05.01.2020 10:15,7.27,4,3.56,10.41
05.01.2020 10:30,4,4,3.73,10.45
05.01.2020 10:45,8.2,4,3.93,10.49
05.01.2020 11:00,1.47,4,4.12,10.53
05.01.2020 11:15,1.13,8,4.31,10.57
05.01.2020 11:30,0.6,12,4.49,10.61
05.01.2020 11:45,7.8,16,4.68,10.65
05.01.2020 12:00,5.8,8,4.86,10.69
05.01.2020 12:15,3.47,8,5.04,10.73
05.01.2020 12:30,3.33,4,5.18,10.77
05.01.2020 12:45,10.2,4,5.28,10.81
05.01.2020 13:00,5.13,0,5.38,10.85
05.01.2020 13:15,1.87,0,5.47,10.89
05.01.2020 13:30,0,0,5.45,10.93
05.01.2020 13:45,7.67,0,5.3,10.97
05.01.2020 14:00,6.33,4,5.15,11.01
05.01.2020 14:15,0.67,4,5.01,11.05
05.01.2020 14:30,1.67,0,4.83,11.09
05.01.2020 14:45,1.67,4,4.62,11.13
05.01.2020 15:00,2,0,4.42,11.17
05.01.2020 15:15,4,0,4.21,11.21
05.01.2020 15:30,1.33,0,4.16,11.25
05.01.2020 15:45,2.33,0,4.26,11.29
05.01.2020 16:00,3,4,4.36,11.33
05.01.2020 16:15,1.67,4,4.46,11.37
05.01.2020 16:30,0.4,4,4.52,11.41
05.01.2020 16:45,3,4,4.55,11.44
05.01.2020 17:00,2,4,4.59,11.48
05.01.2020 17:15,3.13,4,4.62,11.52
05.01.2020 17:30,1.4,4,4.64,11.56
05.01.2020 17:45,2,0,4.65,11.6
05.01.2020 18:00,2,0,4.66,11.63
05.01.2020 18:15,0.07,8,4.67,11.67
05.01.2020 18:30,5.67,12,4.65,11.71
05.01.2020 18:45,14.67,4,4.6,11.74
05.01.2020 19:00,1.8,8,4.55,11.78
05.01.2020 19:15,2.67,12,4.5,11.82
05.01.2020 19:30,2.67,4,4.46,11.85
05.01.2020 19:45,2.07,16,4.43,11.89
05.01.2020 20:00,0.27,12,4.4,11.93
05.01.2020 20:15,0,4,4.37,11.96
05.01.2020 20:30,0.13,20,4.34,12
05.01.2020 20:45,8.07,8,4.3,12.03
05.01.2020 21:00,3.33,4,4.27,12.07
05.01.2020 21:15,0,8,4.23,12.1
05.01.2020 21:30,3.13,8,4.21,12.14
05.01.2020 21:45,2.47,4,4.2,12.17
05.01.2020 22:00,3,4,4.2,12.21
05.01.2020 22:15,0,0,4.19,12.24
05.01.2020 22:30,0,0,4.19,12.28
05.01.2020 22:45,0,0,4.19,12.31
05.01.2020 23:00,0,0,4.19,12.34
05.01.2020 23:15,0,0,4.2,12.38
05.01.2020 23:30,0,0,4.23,12.41
05.01.2020 23:45,0,0,4.29,12.44
06.01.2020 00:00,0,0,4.35,12.47
06.01.2020 00:15,0,0,4.41,12.51
06.01.2020 00:30,0,0,4.43,12.54
06.01.2020 00:45,0,0,4.4,12.57
06.01.2020 01:00,0,0,4.37,12.6
06.01.2020 01:15,0,0,4.35,12.63
06.01.2020 01:30,0,0,4.31,12.66
06.01.2020 01:45,0,0,4.27,12.69
06.01.2020 02:00,0,0,4.23,12.72
06.01.2020 02:15,1.67,0,4.2,12.75
06.01.2020 02:30,0,0,4.17,12.78
06.01.2020 02:45,0,0,4.16,12.81
06.01.2020 03:00,0.33,0,4.15,12.84
06.01.2020 03:15,0,0,4.14,12.87
06.01.2020 03:30,0,0,4.13,12.9
06.01.2020 03:45,1.67,0,4.13,12.93
06.01.2020 04:00,2.33,0,4.13,12.96
06.01.2020 04:15,0,0,4.13,12.98
06.01.2020 04:30,0,0,4.13,13.01
06.01.2020 04:45,0.67,0,4.14,13.04
06.01.2020 05:00,7.8,0,4.14,13.06
06.01.2020 05:15,6,0,4.14,13.09
06.01.2020 05:30,15.67,0,4.15,13.12
06.01.2020 05:45,11.2,4,4.16,13.14
06.01.2020 06:00,5,8,4.17,13.17
06.01.2020 06:15,5.87,12,4.18,13.19
06.01.2020 06:30,14.67,12,4.16,13.22
06.01.2020 06:45,12,16,4.1,13.24
06.01.2020 07:00,24.2,12,4.05,13.26
06.01.2020 07:15,24.27,12,3.99,13.29
06.01.2020 07:30,19.27,12,3.97,13.31
06.01.2020 07:45,8.73,12,3.98,13.33
06.01.2020 08:00,13.4,16,4,13.36
06.01.2020 08:15,6.13,12,4.02,13.38
06.01.2020 08:30,5.13,4,4.1,13.4
06.01.2020 08:45,3.93,4,4.24,13.42
06.01.2020 09:00,6.47,4,4.38,13.44
06.01.2020 09:15,7.53,4,4.53,13.46
06.01.2020 09:30,7.2,0,4.71,13.48
06.01.2020 09:45,2.87,0,4.93,13.5
06.01.2020 10:00,0,0,5.14,13.52
06.01.2020 10:15,0.4,0,5.36,13.54
06.01.2020 10:30,4,0,5.54,13.56
06.01.2020 10:45,2.67,0,5.68,13.58
06.01.2020 11:00,2.8,0,5.83,13.6
06.01.2020 11:15,0.33,8,5.97,13.62
06.01.2020 11:30,4.33,8,6.07,13.63
06.01.2020 11:45,6.8,12,6.12,13.65
06.01.2020 12:00,3.67,4,6.17,13.67
06.01.2020 12:15,1,4,6.23,13.68
06.01.2020 12:30,2,4,6.22,13.7
06.01.2020 12:45,0.33,4,6.16,13.72
06.01.2020 13:00,1.33,0,6.1,13.73
06.01.2020 13:15,1,0,6.04,13.74
06.01.2020 13:30,0,8,5.8,13.76
06.01.2020 13:45,2.8,4,5.37,13.77
06.01.2020 14:00,3,4,4.95,13.79
06.01.2020 14:15,0,8,4.52,13.8
06.01.2020 14:30,2.07,4,4.05,13.81
06.01.2020 14:45,0,0,3.55,13.82
06.01.2020 15:00,0,0,3.04,13.84
06.01.2020 15:15,0.33,0,2.53,13.85
06.01.2020 15:30,5,0,2.24,13.86
06.01.2020 15:45,3.13,0,2.16,13.87
06.01.2020 16:00,2,0,2.09,13.88
06.01.2020 16:15,2.33,4,2.01,13.89
06.01.2020 16:30,0.33,4,1.95,13.9
06.01.2020 16:45,1.73,0,1.91,13.91
06.01.2020 17:00,5,0,1.86,13.92
06.01.2020 17:15,1,0,1.82,13.92
06.01.2020 17:30,4,0,1.75,13.93
06.01.2020 17:45,6.33,0,1.67,13.94
06.01.2020 18:00,3.47,4,1.59,13.95
06.01.2020 18:15,2.13,0,1.5,13.95
06.01.2020 18:30,3.87,12,1.42,13.96
06.01.2020 18:45,4.87,12,1.35,13.96
06.01.2020 19:00,2.67,24,1.28,13.97
06.01.2020 19:15,0.4,20,1.2,13.97
06.01.2020 19:30,1,8,1.14,13.98
06.01.2020 19:45,1.13,20,1.07,13.98
06.01.2020 20:00,0.07,12,1,13.99
06.01.2020 20:15,4.53,12,0.94,13.99
06.01.2020 20:30,4.33,8,0.92,13.99
06.01.2020 20:45,4.4,8,0.93,13.99
06.01.2020 21:00,3.33,8,0.95,14
06.01.2020 21:15,8.47,0,0.97,14
06.01.2020 21:30,1.67,4,0.95,14
06.01.2020 21:45,0.33,4,0.9,14
06.01.2020 22:00,0,4,0.84,14
06.01.2020 22:15,0,0,0.79,14
06.01.2020 22:30,0,0,0.71,14
06.01.2020 22:45,0,0,0.62,14
06.01.2020 23:00,0,0,0.53,14
06.01.2020 23:15,0,0,0.43,13.99
