HEATLOAD
Time,DHW Demand [L],SH Demand [kW],T_amb,dhw_in_T
30.06.2020 19:15,0,4,15.29,6.91
30.06.2020 19:30,2,8,15.15,6.94
30.06.2020 19:45,1.33,12,15.1,6.97
30.06.2020 20:00,6.27,16,15.05,6.99
30.06.2020 20:15,14.67,12,14.99,7.02
30.06.2020 20:30,7.33,12,14.97,7.05
30.06.2020 20:45,5.33,8,14.97,7.07
30.06.2020 21:00,8,8,14.97,7.1
30.06.2020 21:15,5.67,8,14.97,7.13
30.06.2020 21:30,5.87,0,14.97,7.16
30.06.2020 21:45,7.67,4,14.97,7.19
30.06.2020 22:00,0.33,12,14.96,7.22
30.06.2020 22:15,2,8,14.96,7.25
30.06.2020 22:30,0,8,14.95,7.28
30.06.2020 22:45,0,4,14.92,7.31
30.06.2020 23:00,0,4,14.9,7.34
30.06.2020 23:15,0,4,14.88,7.37
30.06.2020 23:30,0,4,14.84,7.4
30.06.2020 23:45,0,0,14.78,7.43
01.07.2020 00:00,0,0,14.72,7.46
01.07.2020 00:15,0.67,0,14.66,7.5
01.07.2020 00:30,0,0,14.65,7.53
01.07.2020 00:45,0,0,14.67,7.56
01.07.2020 01:00,0,0,14.69,7.59
01.07.2020 01:15,0,0,14.72,7.63
01.07.2020 01:30,0,0,14.75,7.66
01.07.2020 01:45,0,0,14.8,7.69
01.07.2020 02:00,0,0,14.85,7.73
01.07.2020 02:15,0.67,0,14.89,7.76
01.07.2020 02:30,0,0,14.93,7.79
01.07.2020 02:45,0,0,14.96,7.83
01.07.2020 03:00,0,0,14.99,7.86
01.07.2020 03:15,0,0,15.02,7.9
01.07.2020 03:30,0,0,15.1,7.93
01.07.2020 03:45,0,0,15.24,7.97
01.07.2020 04:00,0,0,15.37,8
01.07.2020 04:15,1.67,0,15.51,8.04
01.07.2020 04:30,2.8,0,15.66,8.08
01.07.2020 04:45,2,0,15.83,8.11
01.07.2020 05:00,11.47,0,15.99,8.15
01.07.2020 05:15,4,0,16.16,8.19
01.07.2020 05:30,6.47,0,16.35,8.22
01.07.2020 05:45,7.07,0,16.57,8.26
01.07.2020 06:00,12.07,4,16.79,8.3
01.07.2020 06:15,10.53,8,17.01,8.33
01.07.2020 06:30,11.13,8,17.27,8.37
01.07.2020 06:45,27.4,12,17.57,8.41
01.07.2020 07:00,23.67,16,17.86,8.45
01.07.2020 07:15,13.47,12,18.16,8.48
01.07.2020 07:30,15.8,12,18.44,8.52
01.07.2020 07:45,12.73,12,18.69,8.56
01.07.2020 08:00,6.13,4,18.95,8.6
01.07.2020 08:15,2.33,8,19.2,8.64
01.07.2020 08:30,2.47,4,19.43,8.68
01.07.2020 08:45,4.8,0,19.64,8.71
01.07.2020 09:00,2,0,19.85,8.75
01.07.2020 09:15,0,0,20.06,8.79
01.07.2020 09:30,6.47,0,20.31,8.83
01.07.2020 09:45,4.13,0,20.6,8.87
01.07.2020 10:00,4.67,8,20.88,8.91
01.07.2020 10:15,1.07,8,21.17,8.95
01.07.2020 10:30,3.07,8,21.43,8.99
01.07.2020 10:45,1.8,8,21.67,9.03
01.07.2020 11:00,4.07,8,21.9,9.07
01.07.2020 11:15,2.47,4,22.13,9.11
01.07.2020 11:30,1.07,4,22.31,9.15
01.07.2020 11:45,2,4,22.43,9.19
01.07.2020 12:00,2,4,22.56,9.23
01.07.2020 12:15,4,8,22.69,9.27
01.07.2020 12:30,1.07,16,22.77,9.31
01.07.2020 12:45,3,16,22.8,9.35
01.07.2020 13:00,1.47,12,22.83,9.39
01.07.2020 13:15,2.67,12,22.87,9.43
01.07.2020 13:30,7,4,22.84,9.47
01.07.2020 13:45,7,8,22.77,9.51
01.07.2020 14:00,7.07,4,22.69,9.56
01.07.2020 14:15,1.33,4,22.61,9.6
01.07.2020 14:30,11.33,4,22.48,9.64
01.07.2020 14:45,0.07,0,22.28,9.68
01.07.2020 15:00,5.33,4,22.09,9.72
01.07.2020 15:15,1.13,4,21.9,9.76
01.07.2020 15:30,4.13,4,21.66,9.8
01.07.2020 15:45,5.13,4,21.39,9.84
01.07.2020 16:00,2,4,21.12,9.88
01.07.2020 16:15,0,8,20.85,9.92
01.07.2020 16:30,6.8,8,20.58,9.97
01.07.2020 16:45,10.33,8,20.32,10.01
01.07.2020 17:00,5,12,20.05,10.05
01.07.2020 17:15,4.87,8,19.79,10.09
01.07.2020 17:30,8.47,4,19.5,10.13
01.07.2020 17:45,9,4,19.19,10.17
01.07.2020 18:00,5,0,18.87,10.21
01.07.2020 18:15,2.13,8,18.55,10.25
01.07.2020 18:30,4.2,8,18.19,10.29
01.07.2020 18:45,5.33,4,17.78,10.33
01.07.2020 19:00,0.33,8,17.36,10.38
01.07.2020 19:15,0,8,16.95,10.42
01.07.2020 19:30,3.33,12,16.57,10.46
01.07.2020 19:45,3.47,8,16.24,10.5
01.07.2020 20:00,2.73,0,15.9,10.54
01.07.2020 20:15,7.33,0,15.56,10.58
01.07.2020 20:30,0.33,0,15.31,10.62
01.07.2020 20:45,8.87,0,15.16,10.66
01.07.2020 21:00,10.8,0,15.01,10.7
01.07.2020 21:15,5.4,0,14.85,10.74
01.07.2020 21:30,2,4,14.73,10.78
01.07.2020 21:45,0,4,14.62,10.82
01.07.2020 22:00,0,4,14.52,10.86
01.07.2020 22:15,0,4,14.42,10.9
01.07.2020 22:30,0,4,14.33,10.94
01.07.2020 22:45,0,4,14.25,10.98
01.07.2020 23:00,0,4,14.17,11.02
01.07.2020 23:15,0,4,14.09,11.06
01.07.2020 23:30,0,0,14.03,11.1
01.07.2020 23:45,0,0,13.98,11.14
02.07.2020 00:00,0,0,13.94,11.18
02.07.2020 00:15,0,0,13.89,11.22
02.07.2020 00:30,0,0,13.85,11.26
02.07.2020 00:45,0.67,0,13.82,11.3
02.07.2020 01:00,0,0,13.79,11.34
02.07.2020 01:15,0,0,13.76,11.38
02.07.2020 01:30,0,0,13.7,11.41
02.07.2020 01:45,0,0,13.6,11.45
02.07.2020 02:00,0,0,13.5,11.49
02.07.2020 02:15,0,0,13.4,11.53
02.07.2020 02:30,0,0,13.35,11.57
02.07.2020 02:45,0,0,13.36,11.6
02.07.2020 03:00,0,0,13.37,11.64
02.07.2020 03:15,0.33,0,13.38,11.68
02.07.2020 03:30,0,0,13.51,11.72
02.07.2020 03:45,1.93,0,13.78,11.75
02.07.2020 04:00,0.6,0,14.05,11.79
02.07.2020 04:15,1.67,0,14.32,11.83
02.07.2020 04:30,0,0,14.59,11.86
02.07.2020 04:45,0.67,0,14.88,11.9
02.07.2020 05:00,6.33,0,15.17,11.94
02.07.2020 05:15,11.47,0,15.45,11.97
02.07.2020 05:30,13.47,0,15.75,12.01
02.07.2020 05:45,5.67,0,16.05,12.04
02.07.2020 06:00,9.13,8,16.35,12.08
02.07.2020 06:15,10.8,4,16.66,12.11
02.07.2020 06:30,20.27,4,16.93,12.15
02.07.2020 06:45,11.93,12,17.18,12.18
02.07.2020 07:00,13,8,17.44,12.22
02.07.2020 07:15,21.07,4,17.69,12.25
02.07.2020 07:30,19.73,4,17.94,12.28
02.07.2020 07:45,17.47,8,18.2,12.32
02.07.2020 08:00,7.6,4,18.46,12.35
02.07.2020 08:15,3.67,4,18.72,12.38
02.07.2020 08:30,8.33,0,18.96,12.42
02.07.2020 08:45,6.6,8,19.18,12.45
02.07.2020 09:00,4.2,4,19.4,12.48
02.07.2020 09:15,4.2,4,19.62,12.51
02.07.2020 09:30,2,4,19.76,12.55
02.07.2020 09:45,2.13,8,19.83,12.58
02.07.2020 10:00,6,8,19.89,12.61
02.07.2020 10:15,0.07,8,19.96,12.64
02.07.2020 10:30,0,4,20.04,12.67
02.07.2020 10:45,0.53,4,20.13,12.7
02.07.2020 11:00,3.47,4,20.23,12.73
02.07.2020 11:15,0.07,8,20.32,12.76
02.07.2020 11:30,0.33,8,20.35,12.79
02.07.2020 11:45,0.67,8,20.33,12.82
02.07.2020 12:00,1,8,20.31,12.85
02.07.2020 12:15,5.33,8,20.29,12.88
02.07.2020 12:30,6.87,8,20.23,12.91
02.07.2020 12:45,0.73,12,20.14,12.93
02.07.2020 13:00,7,4,20.04,12.96
02.07.2020 13:15,2,4,19.95,12.99
02.07.2020 13:30,5,8,19.84,13.02
02.07.2020 13:45,4,0,19.71,13.04
02.07.2020 14:00,0.67,8,19.58,13.07
02.07.2020 14:15,3.53,4,19.45,13.1
02.07.2020 14:30,1,4,19.33,13.12
02.07.2020 14:45,0.33,4,19.21,13.15
02.07.2020 15:00,1.33,0,19.09,13.17
02.07.2020 15:15,4.67,4,18.97,13.2
02.07.2020 15:30,1.13,0,18.85,13.22
02.07.2020 15:45,5,4,18.73,13.25
02.07.2020 16:00,1,0,18.61,13.27
02.07.2020 16:15,5.47,0,18.49,13.29
02.07.2020 16:30,1,0,18.37,13.32
02.07.2020 16:45,7,4,18.25,13.34
02.07.2020 17:00,5.33,4,18.14,13.36
02.07.2020 17:15,3.13,4,18.02,13.38
02.07.2020 17:30,7.07,4,17.87,13.41
02.07.2020 17:45,7.6,4,17.68,13.43
02.07.2020 18:00,4.33,8,17.48,13.45
02.07.2020 18:15,0.8,8,17.29,13.47
02.07.2020 18:30,9.67,16,16.96,13.49
02.07.2020 18:45,3.27,12,16.5,13.51
02.07.2020 19:00,4.73,16,16.04,13.53
02.07.2020 19:15,6.67,16,15.58,13.55
02.07.2020 19:30,6.07,8,15.23,13.57
02.07.2020 19:45,1.47,4,14.99,13.59
02.07.2020 20:00,4.93,12,14.75,13.6
02.07.2020 20:15,0.47,8,14.51,13.62
02.07.2020 20:30,7.07,0,14.35,13.64
02.07.2020 20:45,4,8,14.27,13.65
02.07.2020 21:00,2.4,4,14.2,13.67
02.07.2020 21:15,5,0,14.12,13.69
02.07.2020 21:30,2.33,0,14.02,13.7
02.07.2020 21:45,0.33,4,13.9,13.72
02.07.2020 22:00,2.67,0,13.78,13.73
02.07.2020 22:15,0,0,13.66,13.75
02.07.2020 22:30,0,0,13.54,13.76
02.07.2020 22:45,0,0,13.43,13.78
02.07.2020 23:00,0,0,13.31,13.79
02.07.2020 23:15,0,0,13.2,13.8
02.07.2020 23:30,0,0,13.06,13.81
02.07.2020 23:45,0,0,12.9,13.83
03.07.2020 00:00,0,0,12.73,13.84
03.07.2020 00:15,0,0,12.57,13.85
03.07.2020 00:30,0,0,12.41,13.86
03.07.2020 00:45,0,0,12.25,13.87
03.07.2020 01:00,0,0,12.09,13.88
03.07.2020 01:15,0,0,11.93,13.89
03.07.2020 01:30,0.33,0,11.82,13.9
03.07.2020 01:45,0,0,11.76,13.91
03.07.2020 02:00,0,0,11.7,13.92
03.07.2020 02:15,0,0,11.64,13.93
03.07.2020 02:30,0,0,11.65,13.93
03.07.2020 02:45,0,0,11.74,13.94
03.07.2020 03:00,0,0,11.82,13.95
03.07.2020 03:15,0,0,11.91,13.95
03.07.2020 03:30,0,0,12.1,13.96
03.07.2020 03:45,4.33,0,12.4,13.97
03.07.2020 04:00,0,0,12.7,13.97
03.07.2020 04:15,1.33,0,13,13.98
03.07.2020 04:30,0.67,0,13.29,13.98
03.07.2020 04:45,0,0,13.57,13.98
03.07.2020 05:00,2.47,0,13.86,13.99
03.07.2020 05:15,6,0,14.14,13.99
03.07.2020 05:30,11,0,14.42,13.99
03.07.2020 05:45,16,0,14.71,14
03.07.2020 06:00,24.07,4,15,14
03.07.2020 06:15,18.6,12,15.28,14
03.07.2020 06:30,15.33,8,15.59,14
03.07.2020 06:45,11.93,8,15.93,14
03.07.2020 07:00,5.6,8,16.27,14
03.07.2020 07:15,10.87,12,16.61,14
03.07.2020 07:30,11.87,8,16.95,14
03.07.2020 07:45,9.6,4,17.28,14
03.07.2020 08:00,10.2,8,17.61,14
03.07.2020 08:15,4.07,4,17.94,13.99
03.07.2020 08:30,3.87,4,18.23,13.99
03.07.2020 08:45,4.4,0,18.5,13.99
03.07.2020 09:00,7.27,0,18.77,13.99
03.07.2020 09:15,2.2,0,19.03,13.98
03.07.2020 09:30,2,0,19.3,13.98
03.07.2020 09:45,0.07,4,19.56,13.97
03.07.2020 10:00,0.13,4,19.83,13.97
03.07.2020 10:15,0.07,4,20.1,13.96
03.07.2020 10:30,2.13,4,20.29,13.96
03.07.2020 10:45,0.47,0,20.4,13.95
03.07.2020 11:00,6.6,0,20.52,13.94
03.07.2020 11:15,4,0,20.64,13.94
03.07.2020 11:30,0,4,20.69,13.93
03.07.2020 11:45,1,12,20.67,13.92
03.07.2020 12:00,0,8,20.65,13.91
03.07.2020 12:15,2,4,20.63,13.9
03.07.2020 12:30,5.67,4,20.64,13.9
03.07.2020 12:45,3.13,4,20.67,13.89
03.07.2020 13:00,4.13,4,20.7,13.88
03.07.2020 13:15,3.4,4,20.73,13.87
03.07.2020 13:30,4.4,8,20.71,13.86
03.07.2020 13:45,3,4,20.63,13.84
03.07.2020 14:00,4.33,0,20.55,13.83
03.07.2020 14:15,3.67,8,20.48,13.82
03.07.2020 14:30,1,8,20.36,13.81
03.07.2020 14:45,2.4,0,20.2,13.8
03.07.2020 15:00,8.8,8,20.04,13.78
03.07.2020 15:15,0.33,8,19.88,13.77
03.07.2020 15:30,0,12,19.72,13.75
03.07.2020 15:45,0.33,4,19.56,13.74
03.07.2020 16:00,1.07,4,19.4,13.73
03.07.2020 16:15,2.13,4,19.24,13.71
03.07.2020 16:30,6.33,0,19.05,13.69
03.07.2020 16:45,3.33,0,18.83,13.68
03.07.2020 17:00,5.13,0,18.61,13.66
03.07.2020 17:15,4.67,0,18.39,13.65
03.07.2020 17:30,13.8,4,18.15,13.63
03.07.2020 17:45,14.47,4,17.87,13.61
03.07.2020 18:00,9.73,12,17.6,13.59
03.07.2020 18:15,3.47,12,17.32,13.58
03.07.2020 18:30,3.47,12,17.06,13.56
03.07.2020 18:45,0.33,20,16.82,13.54
03.07.2020 19:00,1.47,16,16.58,13.52
03.07.2020 19:15,3.2,16,16.33,13.5
03.07.2020 19:30,4.07,20,16.11,13.48
03.07.2020 19:45,8.73,4,15.91,13.46
03.07.2020 20:00,0.73,12,15.71,13.44
03.07.2020 20:15,2.33,12,15.51,13.42
03.07.2020 20:30,3.47,8,15.37,13.39
03.07.2020 20:45,2.47,12,15.3,13.37
03.07.2020 21:00,6.4,4,15.22,13.35
03.07.2020 21:15,1.6,0,15.15,13.33
03.07.2020 21:30,4.27,4,15.12,13.3
03.07.2020 21:45,0.67,4,15.13,13.28
03.07.2020 22:00,0,4,15.14,13.26
03.07.2020 22:15,0,0,15.15,13.23
03.07.2020 22:30,0.33,0,15.14,13.21
03.07.2020 22:45,0,0,15.12,13.18
03.07.2020 23:00,0,0,15.09,13.16
03.07.2020 23:15,0,0,15.06,13.13
03.07.2020 23:30,0,0,15.02,13.11
03.07.2020 23:45,0,0,14.96,13.08
04.07.2020 00:00,0,0,14.91,13.06
04.07.2020 00:15,0,0,14.85,13.03
04.07.2020 00:30,0,0,14.79,13
04.07.2020 00:45,0,0,14.71,12.97
04.07.2020 01:00,0,0,14.64,12.95
04.07.2020 01:15,0,0,14.57,12.92
04.07.2020 01:30,0,0,14.49,12.89
04.07.2020 01:45,0,0,14.41,12.86
04.07.2020 02:00,0,0,14.33,12.83
04.07.2020 02:15,0,0,14.24,12.8
04.07.2020 02:30,0,0,14.17,12.77
04.07.2020 02:45,0,0,14.1,12.75
04.07.2020 03:00,0,0,14.03,12.72
04.07.2020 03:15,0,0,13.97,12.68
04.07.2020 03:30,0,0,13.93,12.65
04.07.2020 03:45,2,0,13.93,12.62
04.07.2020 04:00,1,0,13.93,12.59
04.07.2020 04:15,1.33,0,13.92,12.56
04.07.2020 04:30,1,0,13.96,12.53
04.07.2020 04:45,0.33,0,14.04,12.5
04.07.2020 05:00,10.67,0,14.11,12.46
04.07.2020 05:15,5.13,0,14.19,12.43
04.07.2020 05:30,1.33,0,14.35,12.4
04.07.2020 05:45,1.93,0,14.6,12.37
04.07.2020 06:00,8.8,4,14.85,12.33
04.07.2020 06:15,5.67,4,15.1,12.3
04.07.2020 06:30,13.2,4,15.37,12.27
04.07.2020 06:45,15.07,8,15.66,12.23
04.07.2020 07:00,16.47,12,15.95,12.2
04.07.2020 07:15,24.6,8,16.24,12.16
04.07.2020 07:30,15.27,4,16.49,12.13
04.07.2020 07:45,14.53,4,16.7,12.09
04.07.2020 08:00,35.13,4,16.91,12.06
04.07.2020 08:15,17.73,12,17.12,12.02
04.07.2020 08:30,17.47,12,17.27,11.99
04.07.2020 08:45,16,8,17.35,11.95
04.07.2020 09:00,8.33,8,17.43,11.92
04.07.2020 09:15,4.4,8,17.51,11.88
04.07.2020 09:30,12.67,8,17.56,11.84
04.07.2020 09:45,7.53,8,17.58,11.81
04.07.2020 10:00,2.07,4,17.6,11.77
04.07.2020 10:15,5.07,12,17.62,11.73
04.07.2020 10:30,1.67,12,17.6,11.7
04.07.2020 10:45,3.93,12,17.54,11.66
04.07.2020 11:00,3.67,4,17.48,11.62
04.07.2020 11:15,1.8,8,17.42,11.58
04.07.2020 11:30,0.07,16,17.36,11.55
04.07.2020 11:45,2.27,16,17.32,11.51
04.07.2020 12:00,2.53,8,17.28,11.47
04.07.2020 12:15,3.87,8,17.24,11.43
04.07.2020 12:30,7.8,4,17.32,11.39
04.07.2020 12:45,2.2,0,17.52,11.35
04.07.2020 13:00,0.33,4,17.72,11.32
04.07.2020 13:15,0.2,4,17.91,11.28
04.07.2020 13:30,3.27,4,18.16,11.24
04.07.2020 13:45,4.07,4,18.46,11.2
04.07.2020 14:00,3.33,4,18.77,11.16
04.07.2020 14:15,0.13,0,19.07,11.12
04.07.2020 14:30,6.47,4,19.27,11.08
04.07.2020 14:45,11,0,19.36,11.04
04.07.2020 15:00,7.93,0,19.45,11
04.07.2020 15:15,3,0,19.54,10.96
04.07.2020 15:30,2.67,0,19.57,10.92
04.07.2020 15:45,9.67,0,19.54,10.88
04.07.2020 16:00,5.4,0,19.5,10.84
04.07.2020 16:15,5,0,19.47,10.8
04.07.2020 16:30,0,4,19.41,10.76
04.07.2020 16:45,1.2,0,19.32,10.72
04.07.2020 17:00,0,0,19.24,10.68
04.07.2020 17:15,6.47,0,19.15,10.64
04.07.2020 17:30,5.33,0,19.03,10.6
04.07.2020 17:45,4.47,0,18.89,10.56
04.07.2020 18:00,2,4,18.74,10.52
04.07.2020 18:15,6.33,4,18.59,10.48
04.07.2020 18:30,16,8,18.45,10.44
04.07.2020 18:45,2,8,18.3,10.39
04.07.2020 19:00,13.33,8,18.16,10.35
04.07.2020 19:15,5.4,12,18.02,10.31
04.07.2020 19:30,1.33,16,17.9,10.27
04.07.2020 19:45,11.53,8,17.82,10.23
04.07.2020 20:00,5.13,16,17.74,10.19
04.07.2020 20:15,0.33,12,17.66,10.15
04.07.2020 20:30,4.33,4,17.61,10.11
04.07.2020 20:45,7.53,8,17.58,10.07
04.07.2020 21:00,10.47,4,17.56,10.03
04.07.2020 21:15,6.33,4,17.54,9.98
04.07.2020 21:30,2.67,4,17.52,9.94
04.07.2020 21:45,1.13,4,17.52,9.9
04.07.2020 22:00,3,4,17.51,9.86
04.07.2020 22:15,1,0,17.5,9.82
04.07.2020 22:30,0,0,17.48,9.78
04.07.2020 22:45,0,0,17.44,9.74
04.07.2020 23:00,0,0,17.41,9.7
04.07.2020 23:15,0,0,17.37,9.66
04.07.2020 23:30,0,0,17.32,9.62
04.07.2020 23:45,0,0,17.25,9.57
05.07.2020 00:00,0,0,17.19,9.53
05.07.2020 00:15,0,0,17.12,9.49
05.07.2020 00:30,0,0,17.07,9.45
05.07.2020 00:45,0,0,17.05,9.41
05.07.2020 01:00,0,0,17.02,9.37
05.07.2020 01:15,0,0,17,9.33
05.07.2020 01:30,0,0,16.98,9.29
05.07.2020 01:45,0,0,16.96,9.25
05.07.2020 02:00,0,0,16.94,9.21
05.07.2020 02:15,0,0,16.92,9.17
05.07.2020 02:30,0,0,16.9,9.13
05.07.2020 02:45,0,0,16.86,9.09
05.07.2020 03:00,0,0,16.83,9.05
05.07.2020 03:15,0,0,16.79,9.01
05.07.2020 03:30,0,0,16.78,8.97
05.07.2020 03:45,0,0,16.8,8.93
05.07.2020 04:00,1.33,0,16.82,8.89
05.07.2020 04:15,0,0,16.84,8.85
05.07.2020 04:30,0.67,0,16.9,8.81
05.07.2020 04:45,1,0,17.01,8.77
05.07.2020 05:00,1.67,0,17.12,8.73
05.07.2020 05:15,5.47,0,17.22,8.69
05.07.2020 05:30,1.27,0,17.36,8.65
05.07.2020 05:45,6.8,0,17.54,8.62
05.07.2020 06:00,11.87,4,17.71,8.58
05.07.2020 06:15,13.8,8,17.88,8.54
05.07.2020 06:30,10.53,12,18.11,8.5
05.07.2020 06:45,13.33,8,18.39,8.46
05.07.2020 07:00,7.6,4,18.66,8.43
05.07.2020 07:15,13,4,18.94,8.39
05.07.2020 07:30,25.47,12,19.21,8.35
05.07.2020 07:45,20.13,16,19.46,8.31
05.07.2020 08:00,16.2,8,19.71,8.28
05.07.2020 08:15,10.8,4,19.97,8.24
05.07.2020 08:30,3.8,8,20.19,8.2
05.07.2020 08:45,9.87,12,20.38,8.17
05.07.2020 09:00,23.53,8,20.57,8.13
05.07.2020 09:15,16.93,12,20.76,8.09
05.07.2020 09:30,13.53,8,20.95,8.06
05.07.2020 09:45,6.8,12,21.15,8.02
05.07.2020 10:00,5.93,8,21.34,7.99
05.07.2020 10:15,10.53,0,21.54,7.95
05.07.2020 10:30,7.4,0,21.68,7.91
05.07.2020 10:45,3,0,21.76,7.88
05.07.2020 11:00,4.13,4,21.85,7.84
05.07.2020 11:15,5.67,4,21.94,7.81
05.07.2020 11:30,8.53,12,21.98,7.78
05.07.2020 11:45,4.13,8,21.99,7.74
05.07.2020 12:00,4.13,0,21.99,7.71
05.07.2020 12:15,6.07,4,22,7.67
05.07.2020 12:30,9.67,8,21.92,7.64
05.07.2020 12:45,1.07,8,21.78,7.61
05.07.2020 13:00,9.8,12,21.63,7.58
05.07.2020 13:15,0.33,8,21.48,7.54
05.07.2020 13:30,9.87,12,21.35,7.51
05.07.2020 13:45,9.4,8,21.22,7.48
05.07.2020 14:00,8.93,8,21.09,7.45
05.07.2020 14:15,4.6,8,20.96,7.42
05.07.2020 14:30,4,4,20.85,7.38
05.07.2020 14:45,6.67,4,20.78,7.35
05.07.2020 15:00,9.47,8,20.71,7.32
05.07.2020 15:15,5,4,20.64,7.29
05.07.2020 15:30,1,4,20.54,7.26
05.07.2020 15:45,2,4,20.42,7.23
05.07.2020 16:00,2,0,20.3,7.2
05.07.2020 16:15,4,4,20.18,7.17
05.07.2020 16:30,1.33,4,20.01,7.14
05.07.2020 16:45,0,0,19.79,7.12
05.07.2020 17:00,1,0,19.58,7.09
05.07.2020 17:15,1,0,19.36,7.06
05.07.2020 17:30,4,0,19.12,7.03
05.07.2020 17:45,2.33,0,18.84,7
05.07.2020 18:00,1,0,18.56,6.98
05.07.2020 18:15,0,4,18.28,6.95
05.07.2020 18:30,3.47,4,17.97,6.92
05.07.2020 18:45,5.13,8,17.63,6.9
05.07.2020 19:00,2.47,4,17.29,6.87
05.07.2020 19:15,4.67,0,16.95,6.85
05.07.2020 19:30,1.33,4,16.67,6.82
05.07.2020 19:45,4.07,0,16.44,6.8
05.07.2020 20:00,2,0,16.22,6.77
05.07.2020 20:15,8.33,0,15.99,6.75
05.07.2020 20:30,7.73,4,15.78,6.72
05.07.2020 20:45,1,4,15.58,6.7
05.07.2020 21:00,8.33,0,15.39,6.68
05.07.2020 21:15,16.6,0,15.19,6.66
05.07.2020 21:30,0.33,4,15.03,6.63
05.07.2020 21:45,7,8,14.91,6.61
05.07.2020 22:00,4.33,4,14.79,6.59
05.07.2020 22:15,0,4,14.67,6.57
05.07.2020 22:30,0,0,14.6,6.55
05.07.2020 22:45,0,0,14.58,6.53
05.07.2020 23:00,0,0,14.56,6.51
05.07.2020 23:15,0,0,14.54,6.49
05.07.2020 23:30,0,0,14.5,6.47
05.07.2020 23:45,0,0,14.45,6.45
06.07.2020 00:00,0,0,14.39,6.43
06.07.2020 00:15,0,0,14.34,6.41
06.07.2020 00:30,0,0,14.26,6.39
06.07.2020 00:45,0,0,14.14,6.38
06.07.2020 01:00,0,0,14.03,6.36
06.07.2020 01:15,0,0,13.91,6.34
06.07.2020 01:30,0,0,13.78,6.33
06.07.2020 01:45,0,0,13.62,6.31
06.07.2020 02:00,0,0,13.47,6.29
06.07.2020 02:15,0.33,0,13.32,6.28
06.07.2020 02:30,0,0,13.19,6.26
06.07.2020 02:45,0,0,13.1,6.25
06.07.2020 03:00,0,0,13,6.23
06.07.2020 03:15,0,0,12.91,6.22
06.07.2020 03:30,0,0,12.89,6.21
06.07.2020 03:45,0,0,12.96,6.19
06.07.2020 04:00,1,0,13.02,6.18
06.07.2020 04:15,0,0,13.09,6.17
06.07.2020 04:30,1,0,13.22,6.16
06.07.2020 04:45,2.8,0,13.42,6.15
06.07.2020 05:00,6,0,13.62,6.14
06.07.2020 05:15,7,0,13.81,6.13
06.07.2020 05:30,16,0,14.02,6.12
06.07.2020 05:45,4.93,0,14.24,6.11
06.07.2020 06:00,7.73,4,14.45,6.1
06.07.2020 06:15,8.93,8,14.67,6.09
06.07.2020 06:30,25.73,8,14.88,6.08
06.07.2020 06:45,14.8,8,15.08,6.07
06.07.2020 07:00,8.53,4,15.28,6.06
06.07.2020 07:15,8.33,8,15.48,6.06
06.07.2020 07:30,8.47,8,15.65,6.05
06.07.2020 07:45,4.33,4,15.8,6.04
06.07.2020 08:00,3,4,15.95,6.04
06.07.2020 08:15,0.53,4,16.09,6.03
06.07.2020 08:30,4.33,0,16.2,6.03
06.07.2020 08:45,14.93,0,16.25,6.02
06.07.2020 09:00,8.27,0,16.31,6.02
06.07.2020 09:15,0.07,0,16.37,6.02
06.07.2020 09:30,1,0,16.41,6.01
06.07.2020 09:45,1.07,4,16.43,6.01
06.07.2020 10:00,1,4,16.45,6.01
06.07.2020 10:15,0,4,16.47,6
06.07.2020 10:30,0,4,16.5,6
06.07.2020 10:45,0,4,16.54,6
06.07.2020 11:00,0.67,0,16.59,6
06.07.2020 11:15,2,4,16.63,6
06.07.2020 11:30,0.47,4,16.65,6
06.07.2020 11:45,1,4,16.65,6
06.07.2020 12:00,2.47,0,16.66,6
06.07.2020 12:15,2.67,0,16.66,6
06.07.2020 12:30,3.8,0,16.67,6
06.07.2020 12:45,10.33,0,16.7,6.01
06.07.2020 13:00,9.8,8,16.73,6.01
06.07.2020 13:15,9.33,4,16.76,6.01
06.07.2020 13:30,6.8,4,16.77,6.02
06.07.2020 13:45,2.67,8,16.76,6.02
06.07.2020 14:00,2.07,8,16.75,6.02
06.07.2020 14:15,5,0,16.74,6.03
06.07.2020 14:30,1.33,0,16.71,6.03
06.07.2020 14:45,0,0,16.64,6.04
06.07.2020 15:00,0.67,0,16.58,6.04
06.07.2020 15:15,0,0,16.52,6.05
06.07.2020 15:30,3,0,16.41,6.06
06.07.2020 15:45,3.4,0,16.25,6.06
06.07.2020 16:00,5,4,16.1,6.07
06.07.2020 16:15,0,0,15.94,6.08
06.07.2020 16:30,0,0,15.78,6.09
06.07.2020 16:45,3.47,0,15.6,6.1
06.07.2020 17:00,3.47,4,15.42,6.11
06.07.2020 17:15,7,4,15.25,6.12
06.07.2020 17:30,14,4,15.05,6.13
06.07.2020 17:45,3.73,4,14.83,6.14
06.07.2020 18:00,0.33,0,14.6,6.15
06.07.2020 18:15,5,0,14.38,6.16
06.07.2020 18:30,13,4,14.11,6.17
06.07.2020 18:45,10.67,4,13.8,6.18
06.07.2020 19:00,1.8,4,13.48,6.19
06.07.2020 19:15,4,8,13.16,6.21
06.07.2020 19:30,2,16,12.88,6.22
06.07.2020 19:45,4.13,16,12.64,6.23
06.07.2020 20:00,2.87,12,12.41,6.25
